L -2049.3733, -97.125, 86.626, -2240.6248, -97.125, 86.626, 64, 64, 64
L -2240.625, 94.125, 86.626, -2049.375, 94.125, 86.626, 64, 64, 64
L -2049.375, 94.125, 86.626, -2048.9744, 20.125, 86.626, 64, 64, 64
L -2048.9744, 20.125, 86.626, -1976.625, 20.1356, 85.501, 64, 64, 64
L -1976.625, 20.1356, 85.501, -1976.6215, 59.5882, 85.501, 64, 64, 64
L -1976.6215, 59.5882, 85.501, -1948.473, 67.2574, 85.501, 64, 64, 64
L -1948.473, 67.2574, 85.501, -1928.8639, 87.8328, 86.6206, 64, 64, 64
L -1928.8639, 87.8328, 86.6206, -1921.8051, 116.1463, 88.6572, 64, 64, 64
L -1921.8051, 116.1463, 88.6572, -1931.4565, 144.9869, 92.4462, 64, 64, 64
L -1931.4565, 144.9869, 92.4462, -1955.734, 165.1555, 94.9072, 64, 64, 64
L -1955.734, 165.1555, 94.9072, -1973.1727, 169.2368, 94.296, 64, 64, 64
L -1973.1727, 169.2368, 94.296, -1946.8422, 362.1139, 170.3711, 64, 64, 64
L -1946.8422, 362.1139, 170.3711, -1919.9667, 424.6592, 220.1514, 0, 125, 0
L -1919.9667, 424.6592, 220.1514, -1884.2849, 507.7461, 254.7758, 0, 125, 0
L -1884.2849, 507.7461, 254.7758, -1889.2537, 703.9388, 292.7667, 0, 125, 0
L -1889.2537, 703.9388, 292.7667, -1878.2596, 857.2356, 289.9037, 0, 125, 0
L -1878.2596, 857.2356, 289.9037, -1784.2366, 1231.7609, 358.4125, 0, 125, 0
L -1784.2366, 1231.7609, 358.4125, -1733.6832, 1323.8876, 345.5253, 0, 125, 0
L -1733.6832, 1323.8876, 345.5253, -1672.702, 1401.7844, 347.4655, 0, 125, 0
L -1672.702, 1401.7844, 347.4655, -1592.3306, 1473.1384, 350.5387, 0, 125, 0
L -1592.3306, 1473.1384, 350.5387, -1467.596, 1557.4156, 365.9866, 0, 125, 0
L -1467.596, 1557.4156, 365.9866, -1274.3275, 1630.1648, 352.3251, 0, 125, 0
L -1274.3275, 1630.1648, 352.3251, -1084.6231, 1726.209, 309.9556, 0, 125, 0
L -1084.6231, 1726.209, 309.9556, -971.8917, 1769.8789, 295.908, 0, 125, 0
L -971.8917, 1769.8789, 295.908, -777.111, 1794.695, 249.3616, 0, 125, 0
L -777.111, 1794.695, 249.3616, -478.6705, 1817.4087, 253.2915, 0, 125, 0
L -478.6705, 1817.4087, 253.2915, -223.2618, 1846.1829, 193.2319, 0, 125, 0
L -223.2618, 1846.1829, 193.2319, 35.9675, 1842.1696, 184.701, 0, 125, 0
L 35.9675, 1842.1696, 184.701, 182.2804, 1835.3202, 194.6973, 0, 125, 0
L 182.2804, 1835.3202, 194.6973, 307.6392, 1823.3774, 225.8027, 0, 125, 0
L 307.6392, 1823.3774, 225.8027, 496.52, 1807.9293, 173.2238, 0, 125, 0
L 496.52, 1807.9293, 173.2238, 773.8907, 1821.3587, 187.7913, 0, 125, 0
L 773.8907, 1821.3587, 187.7913, 840.8437, 1822.7299, 182.4222, 0, 125, 0
L 917.5297, 1821.4672, 173.9133, 945.1053, 1819.8822, 165.3108, 0, 125, 0
L 945.1053, 1819.8822, 165.3108, 1103.9681, 1815.2655, 159.7537, 0, 125, 0
L 1103.9681, 1815.2655, 159.7537, 1241.5767, 1805.9502, 159.622, 0, 125, 0
L 1241.5767, 1805.9502, 159.622, 1306.4736, 1786.415, 160.8326, 0, 125, 0
L 1306.4736, 1786.415, 160.8326, 1538.4385, 1717.8687, 192.6091, 0, 125, 0
L 1538.4385, 1717.8687, 192.6091, 1564.9638, 1696.4565, 198.5151, 0, 125, 0
L 1564.9638, 1696.4565, 198.5151, 1589.5625, 1655.6768, 190.5737, 0, 125, 0
L 1589.5625, 1655.6768, 190.5737, 1640.7519, 1567.3884, 175.723, 0, 125, 0
L 1640.7519, 1567.3884, 175.723, 1683.507, 1487.702, 208.7855, 0, 125, 0
L 1683.507, 1487.702, 208.7855, 1699.8234, 1436.7005, 237.2164, 0, 125, 0
L 1699.8234, 1436.7005, 237.2164, 1729.1666, 1312.1648, 272.1501, 0, 125, 0
L 1729.1666, 1312.1648, 272.1501, 1741.2893, 1203.2969, 249.772, 0, 125, 0
L 1741.2893, 1203.2969, 249.772, 1785.8315, 1046.2363, 228.6792, 0, 125, 0
L 1785.8315, 1046.2363, 228.6792, 1787.2257, 859.8579, 195.9156, 0, 125, 0
L 1787.2257, 859.8579, 195.9156, 1790.865, 813.5937, 203.1561, 0, 125, 0
L 1786.4103, 747.8438, 197.2957, 1755.5636, 643.7935, 174.5691, 0, 125, 0
L 1755.5636, 643.7935, 174.5691, 1733.906, 544.7376, 215.3367, 0, 125, 0
L 1733.906, 544.7376, 215.3367, 1686.3424, 462.5362, 229.4151, 0, 125, 0
L 1686.3424, 462.5362, 229.4151, 1611.6331, 372.706, 221.8168, 0, 125, 0
L 1611.6331, 372.706, 221.8168, 1558.4655, 281.52, 238.1201, 0, 125, 0
L 1558.4655, 281.52, 238.1201, 1539.7373, 234.6115, 242.7379, 0, 125, 0
L 1539.7373, 234.6115, 242.7379, 1511.8304, 154.3455, 239.8897, 0, 125, 0
L 1511.8304, 154.3455, 239.8897, 1488.17, 106.3705, 232.469, 0, 125, 0
L 1488.17, 106.3705, 232.469, 1461.941, 38.741, 209.9969, 0, 125, 0
L 1461.941, 38.741, 209.9969, 1450.8134, -90.545, 217.244, 0, 125, 0
L 1450.8134, -90.545, 217.244, 1463.176, -186.519, 231.8094, 0, 125, 0
L 1463.176, -186.519, 231.8094, 1485.7958, -279.8453, 220.4569, 0, 125, 0
L 1485.7958, -279.8453, 220.4569, 1541.3351, -365.554, 235.9553, 0, 125, 0
L 1541.3351, -365.554, 235.9553, 1577.1096, -443.7432, 235.2831, 0, 125, 0
L 1577.1096, -443.7432, 235.2831, 1714.6509, -630.3936, 243.235, 0, 125, 0
L 1714.6509, -630.3936, 243.235, 1746.796, -721.4293, 223.4386, 0, 125, 0
L 1746.796, -721.4293, 223.4386, 1758.7919, -804.9611, 252.3034, 0, 125, 0
L 1758.7919, -804.9611, 252.3034, 1771.8, -884.7428, 253.4881, 0, 125, 0
L 1771.8, -884.7428, 253.4881, 1787.7037, -980.576, 188.3358, 0, 125, 0
L 1787.7037, -980.576, 188.3358, 1794.3413, -1090.8568, 148.9874, 0, 125, 0
L 1773.7757, -1105.4304, 135.7693, 1803.1427, -1229.6757, 161.9029, 0, 125, 0
L 1803.1427, -1229.6757, 161.9029, 1772.9427, -1292.4405, 175.6854, 0, 125, 0
L 1772.9427, -1292.4405, 175.6854, 1763.9666, -1330.8149, 188.5144, 0, 125, 0
L 1763.9666, -1330.8149, 188.5144, 1762.4068, -1410.5524, 195.4787, 0, 125, 0
L 1762.4068, -1410.5524, 195.4787, 1753.1271, -1492.1735, 173.4952, 0, 125, 0
L 1753.1271, -1492.1735, 173.4952, 1735.456, -1542.97, 161.7571, 0, 125, 0
L 1735.456, -1542.97, 161.7571, 1622.8043, -1655.1031, 186.7401, 0, 125, 0
L 1622.8043, -1655.1031, 186.7401, 1439.6477, -1774.9566, 241.7848, 0, 125, 0
L 1439.6477, -1774.9566, 241.7848, 1365.144, -1768.9374, 259.2164, 0, 125, 0
L 1365.144, -1768.9374, 259.2164, 1318.5389, -1767.8313, 264.8367, 0, 125, 0
L 1318.5389, -1767.8313, 264.8367, 1264.354, -1770.858, 256.9519, 0, 125, 0
L 1264.354, -1770.858, 256.9519, 1180.474, -1775.5579, 232.4448, 0, 125, 0
L 1180.474, -1775.5579, 232.4448, 1111.1099, -1784.9724, 232.5211, 0, 125, 0
L 1111.1099, -1784.9724, 232.5211, 1038.7293, -1794.7958, 262.3442, 0, 125, 0
L 1038.7293, -1794.7958, 262.3442, 1007.1326, -1798.6686, 267.4696, 0, 125, 0
L 1007.1326, -1798.6686, 267.4696, 973.5544, -1802.4043, 271.5928, 0, 125, 0
L 973.5544, -1802.4043, 271.5928, 918.8176, -1808.4944, 261.7044, 0, 125, 0
L 918.8176, -1808.4944, 261.7044, 819.9714, -1813.3689, 223.4336, 0, 125, 0
L 819.9714, -1813.3689, 223.4336, 752.7782, -1814.569, 245.525, 0, 125, 0
L 752.7782, -1814.569, 245.525, 714.1506, -1817.3653, 259.202, 0, 125, 0
L 714.1506, -1817.3653, 259.202, 669.409, -1821.9341, 259.138, 0, 125, 0
L 669.409, -1821.9341, 259.138, 618.7006, -1827.1123, 240.8888, 0, 125, 0
L 618.7006, -1827.1123, 240.8888, 547.7326, -1834.121, 203.3824, 0, 125, 0
L 547.7326, -1834.121, 203.3824, 486.9316, -1837.9952, 190.5303, 0, 125, 0
L 486.9316, -1837.9952, 190.5303, 417.3308, -1834.127, 186.963, 0, 125, 0
L 417.3308, -1834.127, 186.963, 356.4474, -1824.7228, 175.9, 0, 125, 0
L 356.4474, -1824.7228, 175.9, 291.6388, -1815.3188, 153.298, 0, 125, 0
L 291.6388, -1815.3188, 153.298, 243.3697, -1777.3098, 109.7023, 0, 125, 0
L 111.7039, -1790.9755, 122.9761, 79.8536, -1794.9394, 123.403, 0, 125, 0
L 79.8536, -1794.9394, 123.403, -22.154, -1846.4744, 159.9265, 0, 125, 0
L -22.154, -1846.4744, 159.9265, -81.1131, -1840.5561, 134.5509, 0, 125, 0
L -81.1131, -1840.5561, 134.5509, -170.1107, -1834.6867, 181.8173, 0, 125, 0
L -170.1107, -1834.6867, 181.8173, -223.5745, -1834.6867, 227.375, 0, 125, 0
L -223.5745, -1834.6867, 227.375, -282.4501, -1834.6864, 259.6746, 0, 125, 0
L -282.4501, -1834.6864, 259.6746, -338.237, -1830.4926, 254.3368, 0, 125, 0
L -338.237, -1830.4926, 254.3368, -408.9005, -1825.653, 215.4269, 0, 125, 0
L -408.9005, -1825.653, 215.4269, -506.6496, -1818.7173, 163.2949, 0, 125, 0
L -506.6496, -1818.7173, 163.2949, -583.1262, -1818.7176, 170.7734, 0, 125, 0
L -583.1262, -1818.7176, 170.7734, -648.3559, -1812.2518, 189.3704, 0, 125, 0
L -648.3559, -1812.2518, 189.3704, -715.2286, -1802.7121, 215.4223, 0, 125, 0
L -715.2286, -1802.7121, 215.4223, -775.2417, -1806.2348, 221.7428, 0, 125, 0
L -775.2417, -1806.2348, 221.7428, -842.575, -1810.94, 222.8956, 0, 125, 0
L -842.575, -1810.94, 222.8956, -936.5538, -1808.5673, 203.7832, 0, 125, 0
L -2092.6239, 50.8866, 86.626, -2092.7896, -53.8104, 86.626, 64, 64, 64
L -2092.7892, -53.8104, 86.626, -2197.756, -53.8671, 86.626, 64, 64, 64
L -2149.1597, 50.8496, 86.626, -2092.6239, 50.8866, 86.626, 64, 64, 64
L -1373.6259, 1113.5851, 71.7866, -1374.2034, 1138.3306, 71.391, 0, 0, 255
L -1374.2034, 1138.3306, 71.391, -1381.192, 1171.94, 71.9188, 0, 0, 255
L -1381.192, 1171.94, 71.9188, -1382.5202, 1190.4507, 71.8483, 0, 0, 255
L -1382.5202, 1190.4507, 71.8483, -1380.2846, 1250.5653, 72.5859, 0, 0, 255
L -1380.2846, 1250.5653, 72.5859, -1375.364, 1266.3167, 72.5379, 0, 0, 255
L -1375.364, 1266.3167, 72.5379, -1360.3511, 1305.1068, 72.263, 0, 0, 255
L -1360.3511, 1305.1068, 72.263, -1345.3615, 1326.385, 72.4077, 0, 0, 255
L -1345.3615, 1326.385, 72.4077, -1326.476, 1351.1244, 72.1461, 0, 0, 255
L -1326.476, 1351.1244, 72.1461, -1295.3082, 1380.605, 71.7805, 0, 0, 255
L -1295.3082, 1380.605, 71.7805, -1270.4079, 1396.1105, 71.8933, 0, 0, 255
L -1270.4079, 1396.1105, 71.8933, -1250.8331, 1404.8351, 71.9789, 0, 0, 255
L -1250.8331, 1404.8351, 71.9789, -1220.8897, 1415.5634, 71.3329, 0, 0, 255
L -1220.8897, 1415.5634, 71.3329, -1198.5471, 1422.1243, 71.879, 0, 0, 255
L -1198.5471, 1422.1243, 71.879, -1177.583, 1421.8643, 71.8338, 0, 0, 255
L -1177.583, 1421.8643, 71.8338, -1160.2797, 1418.8619, 70.8582, 0, 0, 255
L -1160.2797, 1418.8619, 70.8582, -1137.3759, 1412.532, 70.629, 0, 0, 255
L -1137.3759, 1412.532, 70.629, -1096.5702, 1401.2517, 71.6637, 0, 0, 255
L -1096.5702, 1401.2517, 71.6637, -1065.941, 1391.6666, 72.2647, 0, 0, 255
L -1065.941, 1391.6666, 72.2647, -1037.6161, 1375.986, 71.4912, 0, 0, 255
L -1037.6161, 1375.986, 71.4912, -1014.4713, 1355.4802, 71.1465, 0, 0, 255
L -1014.4713, 1355.4802, 71.1465, -996.1851, 1327.3816, 70.9364, 0, 0, 255
L -996.1851, 1327.3816, 70.9364, -990.6412, 1324.1509, 72.5301, 0, 0, 255
L -990.6412, 1324.1509, 72.5301, -985.1346, 1299.9292, 70.909, 0, 0, 255
L -985.1346, 1299.9292, 70.909, -984.3038, 1258.318, 71.174, 0, 0, 255
L -984.3038, 1258.318, 71.174, -987.2559, 1237.1563, 71.5883, 0, 0, 255
L -987.2559, 1237.1563, 71.5883, -994.2105, 1211.2471, 71.6848, 0, 0, 255
L -994.2105, 1211.2471, 71.6848, -1003.8795, 1192.5346, 71.7558, 0, 0, 255
L -1003.8795, 1192.5346, 71.7558, -1020.2003, 1167.4608, 72.2715, 0, 0, 255
L -1020.2003, 1167.4608, 72.2715, -1041.2509, 1151.1044, 72.5288, 0, 0, 255
L -1041.2509, 1151.1044, 72.5288, -1054.123, 1140.6729, 70.9741, 0, 0, 255
L -1054.123, 1140.6729, 70.9741, -1069.4945, 1121.9856, 71.2278, 0, 0, 255
L -1069.4945, 1121.9856, 71.2278, -1093.7662, 1102.5758, 71.9919, 0, 0, 255
L -1093.7662, 1102.5758, 71.9919, -1111.819, 1086.4065, 72.2274, 0, 0, 255
L -1111.819, 1086.4065, 72.2274, -1131.1576, 1077.3144, 71.3294, 0, 0, 255
L -1131.1576, 1077.3144, 71.3294, -1162.2551, 1057.4188, 71.6898, 0, 0, 255
L -1162.2551, 1057.4188, 71.6898, -1178.7647, 1053.54, 70.966, 0, 0, 255
L -1178.7647, 1053.54, 70.966, -1187.7403, 1044.9021, 72.4136, 0, 0, 255
L -1187.7403, 1044.9021, 72.4136, -1211.6954, 1040.1576, 71.5452, 0, 0, 255
L -1211.6954, 1040.1576, 71.5452, -1235.9992, 1032.1621, 72.849, 0, 0, 255
L -1235.9992, 1032.1621, 72.849, -1268.959, 1033.4846, 72.4171, 0, 0, 255
L -1268.959, 1033.4846, 72.4171, -1300.4075, 1043.1216, 71.444, 0, 0, 255
L -1300.4075, 1043.1216, 71.444, -1340.8677, 1065.62, 71.7053, 0, 0, 255
L -1340.8677, 1065.62, 71.7053, -1373.6259, 1113.5851, 71.939, 0, 0, 255
L 840.8437, 1822.6974, 182.393, 840.8436, 1780.9673, 136.9117, 64, 64, 64
L 840.8436, 1780.9673, 136.9117, 834.2471, 1780.5708, 134.1649, 64, 64, 64
L 847.2499, 1893.1388, 100.322, 847.2813, 1757.5934, 100.15, 64, 64, 64
L 834.3378, 1757.5935, 102.197, 847.2813, 1757.5934, 100.1, 64, 64, 64
L 834.4718, 1723.5931, 86.4385, 834.2471, 1780.5708, 102.8798, 64, 64, 64
L 847.3692, 1893.2166, 100.322, 872.3749, 1893.2184, 100.322, 64, 64, 64
L 872.3742, 1938.4685, 100.1, 872.3749, 1893.2184, 100.1, 64, 64, 64
L 856.3749, 1938.4685, 100.1, 872.3742, 1938.4685, 100.1, 64, 64, 64
L 856.3749, 1938.4685, 100.1, 856.3727, 1985.7188, 100.1, 64, 64, 64
L 856.3727, 1985.7188, 100.1, 872.234, 1985.8007, 100.1, 64, 64, 64
L 872.234, 1985.8007, 100.1, 872.33, 2018.2718, 100.322, 64, 64, 64
L 872.33, 2018.2718, 100.322, 844.3749, 2018.4685, 96.1624, 64, 64, 64
L 844.3718, 2033.7188, 96.1051, 887.6249, 2033.7188, 100.322, 64, 64, 64
L 887.6249, 2033.7188, 100.322, 887.625, 1970.4688, 100.1, 64, 64, 64
L 887.625, 1970.4688, 100.1, 871.9446, 1970.4646, 100.1, 64, 64, 64
L 871.9446, 1970.4646, 100.1, 871.9891, 1953.7189, 100.1, 64, 64, 64
L 871.9891, 1953.7189, 100.1, 887.6249, 1953.7188, 100.1, 64, 64, 64
L 887.6249, 1953.7188, 100.1, 887.6212, 1893.4528, 100.322, 64, 64, 64
L 887.6212, 1893.4528, 100.322, 911.1249, 1893.875, 100.322, 64, 64, 64
L 911.1249, 1893.875, 100.322, 911.1037, 1757.8846, 100.1, 64, 64, 64
L 911.1037, 1757.8846, 100.1, 924.7773, 1757.9151, 100.2313, 64, 64, 64
L 925.4518, 1723.973, 100.2313, 924.3189, 1780.9852, 120.4218, 64, 64, 64
L 924.3189, 1780.9852, 120.4218, 917.5312, 1780.967, 120.3995, 64, 64, 64
L 917.5312, 1780.967, 120.3995, 917.5307, 1821.4672, 173.913, 64, 64, 64
L 957.7603, 1754.642, 99.1011, 954.2798, 1741.3225, 89.1299, 64, 64, 64
L 954.2798, 1741.3225, 89.1299, 942.75, 1728.7634, 86.772, 64, 64, 64
L 942.75, 1728.7634, 86.772, 933.7611, 1726.1954, 84.4668, 64, 64, 64
L 933.7611, 1726.1954, 84.4668, 925.4518, 1723.973, 84.9294, 64, 64, 64
L 834.4718, 1723.5931, 89.3901, 817.4545, 1728.1481, 95.2811, 64, 64, 64
L 817.4545, 1728.1481, 95.2811, 808.7913, 1737.748, 100.1, 64, 64, 64
L 808.7913, 1737.748, 100.1, 808.8002, 1739.12, 100.388, 64, 64, 64
L 925.2327, 1734.999, 82.8062, 834.4266, 1735.497, 83.6599, 64, 64, 64
L 925.1769, 1737.8081, 84.1885, 834.5714, 1738.1484, 86.6919, 64, 64, 64
L 834.4062, 1740.6563, 86.4385, 925.1203, 1740.6563, 86.4385, 64, 64, 64
L 925.643, 1743.4688, 88.7197, 834.4062, 1743.4688, 88.7197, 64, 64, 64
L 834.4062, 1746.2813, 90.9697, 925.85, 1746.2813, 90.9697, 64, 64, 64
L 834.4062, 1749.125, 93.9256, 924.9519, 1749.125, 93.2197, 64, 64, 64
L 834.5307, 1751.9374, 96.7939, 924.8961, 1751.9375, 95.501, 64, 64, 64
L 924.8396, 1754.7822, 97.751, 834.3491, 1754.6647, 99.529, 64, 64, 64
L 1791.1276, 813.5937, 203.568, 1748.9413, 813.6233, 140.5802, 64, 64, 64
L 1748.9413, 813.6233, 140.5802, 1747.7074, 818.2224, 139.7505, 64, 64, 64
L 1747.7074, 818.2224, 139.7505, 1743.6989, 822.3211, 135.3615, 64, 64, 64
L 1743.6989, 822.3211, 135.3615, 1739.2382, 823.4818, 129.9463, 64, 64, 64
L 1739.2382, 823.4818, 129.9463, 1733.9331, 822.3695, 125.3105, 64, 64, 64
L 1733.9331, 822.3695, 125.3105, 1729.7471, 818.5583, 121.9756, 64, 64, 64
L 1729.7471, 818.5583, 121.9756, 1728.3804, 813.7143, 120.79, 64, 64, 64
L 1728.3804, 813.7143, 120.79, 1729.539, 808.4075, 121.6204, 64, 64, 64
L 1729.539, 808.4075, 121.6204, 1733.7369, 804.1801, 124.8147, 64, 64, 64
L 1733.7369, 804.1801, 124.8147, 1738.259, 802.9682, 128.2867, 64, 64, 64
L 1738.259, 802.9682, 128.2867, 1738.3233, 798.457, 128.2213, 64, 64, 64
L 1738.3233, 798.457, 128.2213, 2058.1518, 797.8369, 69.635, 64, 64, 64
L 2058.1518, 797.8369, 69.635, 2058.414, 729.3601, 49.1572, 64, 64, 64
L 2058.414, 729.3601, 49.1572, 2092.3748, 729.5625, 29.1571, 64, 64, 64
L 2092.3748, 729.5625, 29.1571, 2160.8861, 729.5623, 29.1572, 64, 64, 64
L 2160.8861, 729.5623, 29.1572, 2195.9884, 729.5449, 49.222, 127, 127, 127
L 2195.9884, 729.5449, 49.222, 2195.9146, 797.8437, 69.1269, 64, 64, 64
L 2229.8123, 729.5312, 49.3125, 2229.8123, 695.3653, 49.3125, 64, 64, 64
L 2229.8123, 695.3653, 49.3125, 2161.4375, 695.309, 29.1572, 64, 64, 64
L 2161.4375, 695.309, 29.1572, 2024.287, 695.4077, 49.1572, 64, 64, 64
L 2024.287, 695.4077, 49.1572, 2024.31, 763.3908, 69.1727, 64, 64, 64
L 2024.31, 763.3908, 69.1727, 1887.3749, 763.6562, 109.322, 64, 64, 64
L 1887.3749, 763.6562, 109.322, 1738.2682, 762.9885, 128.4612, 64, 64, 64
L 1738.2682, 762.9885, 128.4612, 1738.281, 758.534, 126.9667, 64, 64, 64
L 1738.281, 758.534, 126.9667, 1732.7039, 756.8324, 121.5755, 64, 64, 64
L 1732.7039, 756.8324, 121.5755, 1729.1292, 751.571, 117.383, 64, 64, 64
L 1729.1292, 751.571, 117.383, 1728.2571, 748.2437, 116.2806, 64, 64, 64
L 1728.2571, 748.2437, 116.2806, 1729.6179, 743.1165, 117.1354, 64, 64, 64
L 1729.6179, 743.1165, 117.1354, 1734.2201, 738.8722, 120.262, 64, 64, 64
L 1734.2201, 738.8722, 120.262, 1738.7782, 737.8515, 122.5525, 64, 64, 64
L 1748.942, 747.8731, 141.6319, 1747.588, 742.9957, 136.9574, 64, 64, 64
L 1747.588, 742.9957, 136.9574, 1744.2427, 739.6498, 131.2974, 64, 64, 64
L 1744.2427, 739.6498, 131.2974, 1738.7782, 737.8515, 123.6996, 64, 64, 64
L 1748.9417, 747.8731, 140.3457, 1786.4103, 747.8438, 197.8257, 64, 64, 64
L 1857.3732, 797.9062, 127.322, 1857.3749, 763.6562, 127.322, 127, 127, 127
L 1860.7185, 763.6562, 125.322, 1860.7176, 797.9062, 125.322, 127, 127, 127
L 1864.298, 797.9062, 123.322, 1864.313, 763.6562, 123.322, 127, 127, 127
L 1867.3749, 763.6562, 121.322, 1867.3738, 797.9062, 121.322, 127, 127, 127
L 1870.7179, 797.9062, 119.322, 1870.7185, 763.6562, 119.322, 127, 127, 127
L 1874.31, 763.6562, 117.322, 1874.304, 797.9062, 117.322, 127, 127, 127
L 1877.3738, 797.9062, 115.322, 1877.3749, 763.6562, 115.322, 127, 127, 127
L 1880.7185, 763.6562, 113.322, 1880.7174, 797.9062, 113.322, 127, 127, 127
L 1884.301, 797.9062, 111.322, 1884.31, 763.6562, 111.322, 127, 127, 127
L 1887.3749, 763.6562, 109.322, 1887.374, 797.9062, 109.322, 127, 127, 127
L 1925.7173, 797.9062, 107.322, 1925.7185, 763.6562, 107.322, 127, 127, 127
L 1929.31, 763.6562, 105.322, 1929.298, 797.9062, 105.322, 127, 127, 127
L 1932.3739, 797.9062, 103.322, 1932.3749, 763.6562, 103.322, 127, 127, 127
L 1935.7185, 763.6562, 101.322, 1935.7176, 797.9062, 101.322, 127, 127, 127
L 1939.304, 797.9062, 99.322, 1939.313, 763.6562, 99.322, 127, 127, 127
L 1942.375, 763.6562, 97.322, 1942.3738, 797.9062, 97.322, 127, 127, 127
L 1945.7176, 797.9062, 95.322, 1945.7185, 763.6562, 95.322, 127, 127, 127
L 1949.31, 763.6562, 93.322, 1949.302, 797.9062, 93.322, 127, 127, 127
L 1952.374, 797.9062, 91.322, 1952.3749, 763.6562, 91.322, 127, 127, 127
L 1955.7185, 763.6562, 89.322, 1955.7177, 797.9062, 89.322, 127, 127, 127
L 1994.298, 797.9062, 87.635, 1994.31, 763.6562, 87.635, 127, 127, 127
L 1997.3749, 763.6562, 85.635, 1997.3739, 797.9062, 85.635, 127, 127, 127
L 2000.7176, 797.9062, 83.635, 2000.7185, 763.6562, 83.635, 127, 127, 127
L 2004.313, 763.6562, 81.635, 2004.305, 797.9062, 81.635, 127, 127, 127
L 2007.374, 797.9062, 79.635, 2007.3749, 763.6562, 79.635, 127, 127, 127
L 2010.7185, 763.6562, 77.635, 2010.7177, 797.9062, 77.635, 127, 127, 127
L 2014.307, 797.9062, 75.635, 2014.313, 763.6562, 75.635, 127, 127, 127
L 2017.3749, 763.6562, 73.635, 2017.374, 797.9062, 73.635, 127, 127, 127
L 2020.7181, 797.9062, 71.635, 2020.7185, 763.6562, 71.635, 127, 127, 127
L 2023.9981, 759.5312, 67.1572, 2058.25, 759.5312, 67.1572, 127, 127, 127
L 2058.25, 756.2187, 65.1572, 2023.9999, 756.2187, 65.1572, 127, 127, 127
L 2023.9999, 752.8749, 63.1572, 2058.25, 752.8749, 63.1572, 127, 127, 127
L 2058.25, 749.5312, 61.1572, 2023.9999, 749.5312, 61.1572, 127, 127, 127
L 2023.9999, 746.2187, 59.1572, 2058.2498, 746.2187, 59.1572, 127, 127, 127
L 2058.25, 742.8749, 57.1572, 2023.9989, 742.875, 57.1572, 127, 127, 127
L 2023.999, 739.5312, 55.1572, 2058.25, 739.5312, 55.1572, 127, 127, 127
L 2058.2498, 736.2187, 53.1572, 2023.999, 736.2187, 53.1572, 127, 127, 127
L 2023.9999, 732.875, 51.1572, 2058.25, 732.8749, 51.1572, 127, 127, 127
L 2062.3748, 695.3124, 47.1572, 2062.3728, 729.5625, 47.1572, 127, 127, 127
